maxdf    percentage(%) @ various temperatures
     0.0000      22.6283      11.2691      16.7957       4.8425
     0.0240      21.7102      11.4311      13.7174       6.2106
     0.0480       4.3924       5.2745       4.6985       5.6526
     0.0720       1.5122       2.8443       2.5383       3.4023
     0.0960       1.8722       1.8362       1.8722       2.3582
     0.1200       0.7021       1.4221       1.3861       1.6742
     0.1440       1.1701       1.5842       1.2421       1.9442
     0.1680       1.6022       2.3582       1.4761       2.8443
     0.1920       1.8182       3.9244       1.9802       3.5464
     0.2160       1.6742       3.2943       2.3402       3.8884
     0.2400       1.3861       3.9964       2.4662       4.4644
     0.2640       1.0081       3.4923       2.4122       4.1044
     0.2880       0.9001       3.0243       2.1602       3.7084
     0.3120       1.2061       2.5563       2.0342       3.9064
     0.3360       2.3042       1.8542       2.1602       3.4743
     0.3600       3.4923       2.6283       3.0423       3.4023
     0.3840       3.9784       3.1143       3.8884       3.4383
     0.4080       4.9325       3.6004       3.7444       4.2844
     0.4320       3.6724       4.0324       4.2304       4.3204
     0.4560       4.0504       4.1584       4.1224       4.0684
     0.4800       3.9964       3.5464       3.7624       4.0864
     0.5040       2.8263       3.4203       3.1863       3.9424
     0.5280       1.7822       2.7543       2.8623       2.8083
     0.5520       1.6022       2.2322       2.0882       2.3942
     0.5760       1.1701       1.9802       1.7102       2.0342
     0.6000       0.7561       1.5122       1.4941       1.7462
     0.6240       0.5941       1.1701       1.3501       1.4941
     0.6480       0.2700       1.1881       1.1521       1.1701
     0.6720       0.3420       0.8641       0.7381       0.8281
     0.6960       0.3600       0.7201       0.7921       0.6481
     0.7200       0.1260       0.3600       0.5581       0.5581
     0.7440       0.0180       0.5041       0.4680       0.6661
     0.7680       0.0000       0.3960       0.3780       0.4500
     0.7920       0.1440       0.2520       0.1620       0.3600
     0.8160       0.0000       0.1260       0.1800       0.1620
     0.8400       0.0000       0.3060       0.1800       0.2160
     0.8640       0.0000       0.2520       0.2700       0.2520
     0.8880       0.0000       0.1980       0.1080       0.1440
     0.9120       0.0000       0.1440       0.0720       0.1260
     0.9360       0.0000       0.1260       0.0540       0.0540
     0.9600       0.0000       0.0900       0.0180       0.0900
     0.9840       0.0000       0.0720       0.0000       0.0720
     1.0080       0.0000       0.0360       0.0360       0.0540
     1.0320       0.0000       0.0180       0.0540       0.0540
     1.0560       0.0000       0.0000       0.0000       0.0180
     1.0800       0.0000       0.0180       0.0180       0.0180
     1.1040       0.0000       0.0000       0.0000       0.0000
     1.1280       0.0000       0.0180       0.0000       0.0180
     1.1520       0.0000       0.0000       0.0000       0.0000
     1.1760       0.0000       0.0000       0.0000       0.0000
