maxdf    percentage(%) @ various temperatures
     0.0000       0.5985       0.1224       0.2811       0.2584
     0.0100      85.6949      22.0086      40.8207      19.5829
     0.0200      13.5162      39.3834      26.5291      29.7393
     0.0300       0.1904      25.5906      24.0036      30.1202
     0.0400       0.0000       8.9912       6.6153      13.5752
     0.0500       0.0000       2.5255       1.1789       4.2258
     0.0600       0.0000       0.8660       0.3310       1.4418
     0.0700       0.0000       0.2766       0.1315       0.5758
     0.0800       0.0000       0.0998       0.0544       0.2040
     0.0900       0.0000       0.0499       0.0363       0.1134
     0.1000       0.0000       0.0317       0.0000       0.0680
     0.1100       0.0000       0.0227       0.0136       0.0363
     0.1200       0.0000       0.0227       0.0000       0.0272
     0.1300       0.0000       0.0045       0.0045       0.0136
     0.1400       0.0000       0.0000       0.0000       0.0045
     0.1500       0.0000       0.0000       0.0000       0.0045
