maxdf    percentage(%) @ various temperatures
     0.0000       0.1800       0.1800       0.0900       0.0900
     0.0030       0.0000       0.0900       0.1800       0.2880
     0.0060       1.6022       0.5041       0.9361       0.6841
     0.0090      14.6895       3.2763       6.4806       3.6364
     0.0120      29.9550       8.2988      13.4473       6.7147
     0.0150      27.9928       9.2349      13.7894       6.9667
     0.0180      14.0234      10.4230       9.7750       7.4707
     0.0210       6.4626      10.9991       8.0468       8.0468
     0.0240       3.4383       9.9730       8.0288       8.9829
     0.0270       1.0981       9.8650       8.4968       9.6310
     0.0300       0.2520       8.5689       7.5428       8.5329
     0.0330       0.2880       6.8947       6.4446       8.1008
     0.0360       0.0180       5.2205       4.6625       6.2646
     0.0390       0.0000       4.3204       3.8164       5.8506
     0.0420       0.0000       2.8983       2.5923       4.1224
     0.0450       0.0000       2.3582       1.7462       3.4203
     0.0480       0.0000       1.4941       1.1521       2.6103
     0.0510       0.0000       1.3321       0.8101       2.2862
     0.0540       0.0000       1.0981       0.5941       1.6382
     0.0570       0.0000       0.6841       0.2880       0.9721
     0.0600       0.0000       0.5401       0.3780       0.9361
     0.0630       0.0000       0.3780       0.2160       0.6481
     0.0660       0.0000       0.4860       0.1980       0.6121
     0.0690       0.0000       0.2340       0.0900       0.3240
     0.0720       0.0000       0.1980       0.1260       0.2520
     0.0750       0.0000       0.0900       0.0000       0.2160
     0.0780       0.0000       0.0720       0.0000       0.1800
     0.0810       0.0000       0.0540       0.0180       0.1440
     0.0840       0.0000       0.0360       0.0000       0.0720
     0.0870       0.0000       0.0180       0.0000       0.0360
     0.0900       0.0000       0.0180       0.0000       0.0360
     0.0930       0.0000       0.0900       0.0000       0.1260
     0.0960       0.0000       0.0000       0.0000       0.0360
     0.0990       0.0000       0.0000       0.0000       0.0180
     0.1020       0.0000       0.0000       0.0000       0.0000
     0.1050       0.0000       0.0000       0.0000       0.0180
     0.1080       0.0000       0.0000       0.0180       0.0000
     0.1110       0.0000       0.0000       0.0000       0.0000
     0.1140       0.0000       0.0360       0.0360       0.0000
     0.1170       0.0000       0.0000       0.0000       0.0000
     0.1200       0.0000       0.0180       0.0000       0.0180
     0.1230       0.0000       0.0000       0.0000       0.0000
     0.1260       0.0000       0.0000       0.0000       0.0000
     0.1290       0.0000       0.0000       0.0000       0.0000
     0.1320       0.0000       0.0180       0.0000       0.0180
     0.1350       0.0000       0.0000       0.0000       0.0000
     0.1380       0.0000       0.0000       0.0000       0.0000
     0.1410       0.0000       0.0000       0.0000       0.0000
     0.1440       0.0000       0.0000       0.0000       0.0000
     0.1470       0.0000       0.0000       0.0000       0.0000
