0.12   0  0  0  0  0  0  0  0  0
0.14   -0.0028975136516724564  0.0  -1.672929360087919e-06  0.0  -0.0024290934308475176  0.0  -1.672929360087919e-06  0.0  -0.006246718230568327
0.16   -0.010823852959768843  0.0  0.0  0.0  -0.0019790754329840343  0.0  0.0  0.0  -0.005887038418149304
0.18   -0.027136587149986235  -1.6729293600879213e-06  0.0  -1.6729293600879213e-06  -0.005455422643246832  0.0  0.0  0.0  -0.015198563236398677
0.20   -0.0683  0  -3E-6  0  -0.022  1.67E-6  -3E-6  1.67E-6  -0.041
