0.44535765	0.44155085
0.315708606	0.282242403
0.626123513	0.624068012
0.373650952	0.354240275
2.924421352	3.022604785
3.885741333	3.850400227
3.914894764	4.094825316
1.319108572	1.337961909
1.80043607	1.807773581
0.528850824	0.535063441
0.740813125	0.721906236
1.099519045	1.078555603
0.188377613	0.173374608
0.336321192	0.391816752
0.691538622	0.708145998
0.670816654	0.69791536
3.519129554	3.709445751
3.716004947	3.787404825
2.502557922	2.448742729
0.907783679	0.949434361
0.394790775	0.47843743
0.680924924	0.602693306
1.251569206	1.163858318
1.324845199	1.333389438
0.078664882	0.077371746
0.364931703	0.382903126
0.682822438	0.666441238
0.159674436	0.151977503
3.723579978	3.635399768
3.839309529	3.764375536
1.942690644	1.86370006
0.627209821	0.61666463
2.529493863	2.530319391
1.170643063	1.097837072
2.235018911	2.224168657
0.196768733	0.207776612
0.161969331	0.181337802
0.292664981	0.295258778
0.133485651	0.144317468
0.321643758	0.327588035
4.663045811	4.93399722
2.809839714	2.940604157
2.301788783	2.389864028
0.958299096	0.885697026
1.529491879	1.52389645
0.556026513	0.607706659
2.491756601	2.614210944
1.389516136	1.675817969
0.386556702	0.401541668
0.165521263	0.17038072
0.440477272	0.450225521
0.185840822	0.161936586
3.890837126	3.990827809
3.740216783	3.648201473
4.31642892	4.400718177
1.962717946	1.931066872
1.843746374	1.778583305
1.74318314	1.730066538
1.606634609	1.546975095
0.975409869	1.03306926
0.34696658	0.325999536
0.400257777	0.412696527
0.316763712	0.314450574
0.564935146	0.582011336
2.207471316	2.295273979
2.509565821	2.531082679
5.9101445	5.894199704
2.020045164	2.038742683
2.154126017	2.150674378
2.240275863	2.183753392
2.30734011	2.25794505
0.516322596	0.432346649
0.464090022	0.455110254
0.385774716	0.408203771
0.550391076	0.567931945
0.606859975	0.626967282
1.084435435	1.203166133
1.950776366	2.006125137
2.244526023	2.26135889
2.091120109	2.141005301
0.762902294	0.776058478
0.986012734	1.008758566
1.611065169	1.601831357
0.56070234	0.537826056
0.54220125	0.527130489
0.412818409	0.425212889
0.33196933	0.343225555
0.464101602	0.432412376
2.201090491	2.326803506
4.371278977	4.301356145
1.390585115	1.348998609
0.717015602	0.753626731
2.766102068	2.612115985
0.870323499	0.871863344
0.826495955	0.826480958
0.48361199	0.501573091
0.266877961	0.291220592
0.11675255	0.11628231
0.145725711	0.144900025
0.223775003	0.263974841
2.171129137	2.224225443
1.145494126	1.086599441
2.16805216	2.088981047
2.169254184	2.205057644
0.438267605	0.341683367
1.125546776	1.153688419
1.704778804	1.675465265
0.538423834	0.499925076
0.280527186	0.276157568
0.341430315	0.329769561
0.164495309	0.160832411
0.143152503	0.131241914
2.030127225	2.10871768
3.149350437	3.020044052
1.123256493	1.175682723
1.58724533	1.550063625
0.881751512	0.898869489
1.962009313	1.934570695
2.217073052	2.220946848
0.462360175	0.540269624
0.121926234	0.148788025
0.551135577	0.576254354
0.214787574	0.218363494
0.270797536	0.293409367
2.290025884	2.12722753
2.582205144	2.591447603
1.258106389	1.294793172
1.934290258	2.047054441
0.790078034	0.825761805
1.410604722	1.422162864
1.601025752	1.624443636
0.525639511	0.545204357
0.581221396	0.569356706
0.329414839	0.321535712
0.211295886	0.210983771
0.664710266	0.671251702
4.708139425	4.635267234
1.655397648	1.75808049
2.307403442	2.331264321
1.082713015	1.132782016
1.86062261	1.893497419
0.793522498	0.781331886
0.204763439	0.216573548
0.544336954	0.552899875
0.076736386	0.047660886
0.235048093	0.295779167
0.409823168	0.412501048
0.597364968	0.622974638
3.176561134	3.002926312
2.584820423	2.487443606
1.292750669	1.249880999
0.500672223	0.484157816
1.24663357	1.258381075
0.906765704	0.928141205
1.41656172	1.435041556
0.830735453	0.798076483
0.328856974	0.32585679
0.221628045	0.231783571
0.408377809	0.410804901
0.427395302	0.437065764
0.792211355	0.935304848
1.480461311	1.528578099
3.033481805	3.00903566
2.637817747	2.634261072
0.531987743	0.492253998
0.906319141	0.9428405
2.559020006	2.42015751
0.482950118	0.474275156
0.386853219	0.384425418
0.30285832	0.363688956
0.814472691	0.845197857
0.890329089	0.901028962
2.755573273	2.780842989
3.378840274	3.423147136
1.473521251	1.458936957
0.951494977	0.979385812
0.977229594	0.946623642
0.508730306	0.432251057
1.580044488	1.543625033
1.505274352	1.466079088
0.733746583	0.73511827
0.152993602	0.176900786
0.83037798	0.824824343
0.900215155	0.918234604
2.137924014	2.07793246
2.597665868	2.738637153
5.562146167	5.606960096
4.643091185	4.686492346
0.699950561	0.641035303
1.67602907	1.674436716
1.865959939	1.899698935
0.548501772	0.536186162
1.070291908	0.874888844
0.649430739	0.430851749
0.581059725	0.598369653
0.275851819	0.290869277
